5|3|0|3|0|2|15
6|3|2|3|0|2|15
7|3|0|3|0|2|15
8|3|0|3|0|2|15
9|3|0|3|0|2|15
5|29|1198|20|9|6|29325
6|29|4375|20|9|6|94390
5|46|6560|34|12|8|105320
5|7|2|5|2|3|135
6|7|3|5|2|3|135
7|7|3|5|2|3|135
8|7|3|5|2|3|135
9|7|3|5|2|3|135
5|37|2396|25|12|7|47622
5|3|0|3|0|2|18
6|3|0|3|0|2|18
7|3|0|3|0|2|18
8|3|0|3|0|2|18
9|3|0|3|0|2|18
5|26|620|19|7|6|15050
6|26|2043|19|7|6|44506
5|51|10084|34|17|9|138743
5|4|0|2|2|3|11
6|4|0|2|2|3|11
7|4|0|2|2|3|11
8|4|0|2|2|3|11
9|4|0|2|2|3|11
5|33|1823|25|8|7|36619
6|33|6830|25|8|7|114472
5|33|1850|26|7|7|36236
6|33|6806|26|7|7|117963
5|10|25|6|4|4|1002
6|10|48|6|4|4|1860
7|10|57|6|4|4|1860
8|10|49|6|4|4|1860
9|10|55|6|4|4|1860
5|36|3290|27|9|8|54004
5|45|5626|34|11|8|90945
5|1|0|1|0|2|2
6|1|0|1|0|2|2
7|1|0|1|0|2|2
8|1|0|1|0|2|2
9|1|0|1|0|2|2
5|12|49|9|3|4|1886
6|12|176|9|3|4|6215
7|12|494|9|3|4|18295
8|12|794|9|3|4|31691
9|12|1318|9|3|4|53451
5|46|6394|36|10|8|101579
5|33|1787|29|4|7|37696
6|33|6106|29|4|7|99699
5|17|222|15|2|5|6791
6|17|619|15|2|5|17823
7|17|4761|15|2|5|145306
8|17|7204|15|2|5|214299
5|43|4798|30|13|8|78153
5|42|3964|32|10|8|67370
5|13|119|13|0|4|4706
6|13|353|13|0|4|12823
7|13|1344|13|0|4|49145
8|13|4168|13|0|4|147207
5|46|6261|38|8|8|96627
5|10|20|8|2|4|729
6|10|50|8|2|4|1486
7|10|70|8|2|4|2831
8|10|116|8|2|4|4327
9|10|114|8|2|4|4327
5|38|2941|29|9|8|45820
5|10|116|10|0|4|4248
6|10|289|10|0|4|9876
7|10|850|10|0|4|32417
8|10|1579|10|0|4|59404
9|10|3497|10|0|4|135188
5|45|6584|32|13|8|104850
5|47|6997|32|15|8|106864
5|18|277|16|2|5|8542
6|18|887|16|2|5|21526
7|18|4178|16|2|5|120757
8|18|11638|16|2|5|295598
5|12|46|10|2|4|1676
6|12|157|10|2|4|5592
7|12|357|10|2|4|10004
8|12|757|10|2|4|28922
9|12|1018|10|2|4|40202
5|39|3602|31|8|7|65509
5|48|8975|35|13|8|132249
5|2|0|2|0|2|5
6|2|0|2|0|2|5
7|2|0|2|0|2|5
8|2|1|2|0|2|5
9|2|1|2|0|2|5
5|51|7292|41|10|8|120251
5|2|0|2|0|2|5
6|2|0|2|0|2|5
7|2|0|2|0|2|5
8|2|0|2|0|2|5
9|2|0|2|0|2|5
5|10|30|7|3|4|913
6|10|50|7|3|4|1923
7|10|109|7|3|4|4224
8|10|115|7|3|4|4224
9|10|110|7|3|4|4224
5|49|8702|41|8|9|116727
5|48|7396|34|14|9|103562
5|50|8228|36|14|9|110732
5|1|0|1|0|2|2
6|1|0|1|0|2|2
7|1|0|1|0|2|2
8|1|0|1|0|2|2
9|1|0|1|0|2|2
5|18|205|15|3|5|6196
6|18|598|15|3|5|16165
7|18|2423|15|3|5|76931
8|18|7604|15|3|5|209730
5|7|3|5|2|3|135
6|7|4|5|2|3|135
7|7|3|5|2|3|135
8|7|3|5|2|3|135
9|7|3|5|2|3|135
5|27|811|19|8|6|18328
6|27|2391|19|8|6|50357
5|53|11114|39|14|9|148509
5|34|2201|22|12|8|34829
6|34|6929|22|12|8|87486
5|10|50|7|3|4|1215
6|10|116|7|3|4|3252
7|10|203|7|3|4|5631
8|10|215|7|3|4|5631
9|10|186|7|3|4|5631
5|16|158|13|3|5|3777
6|16|450|13|3|5|11876
7|16|1253|13|3|5|33985
8|16|3759|13|3|5|105428
5|45|4849|32|13|8|79197
5|39|4159|29|10|8|66284
5|22|548|16|6|5|16029
6|22|1933|16|6|5|53105
7|22|10710|16|6|5|302643
5|44|6420|32|12|8|94965
5|1|1|1|0|2|2
6|1|0|1|0|2|2
7|1|0|1|0|2|2
8|1|0|1|0|2|2
9|1|0|1|0|2|2
5|23|470|17|6|6|10130
6|23|1336|17|6|6|27059
7|23|6862|17|6|6|153487
5|42|4609|31|11|8|72905
5|37|2423|27|10|7|46107
5|37|2768|25|12|7|45939
5|44|6517|33|11|9|84377
5|44|5772|36|8|8|92894
5|15|118|12|3|5|3034
6|15|263|12|3|5|6487
7|15|836|12|3|5|25090
8|15|1879|12|3|5|53561
5|7|13|7|0|3|578
6|7|24|7|0|3|1043
7|7|47|7|0|3|1756
8|7|44|7|0|3|1756
9|7|43|7|0|3|1756
5|4|0|2|2|2|9
6|4|0|2|2|2|9
7|4|0|2|2|2|9
8|4|0|2|2|2|9
9|4|0|2|2|2|9
5|10|18|7|3|4|657
6|10|37|7|3|4|901
7|10|38|7|3|4|1438
8|10|39|7|3|4|1438
9|10|49|7|3|4|1438
5|36|2309|32|4|7|45851
5|35|2645|25|10|7|47772
6|35|13292|25|10|7|223792
5|12|83|10|2|4|2786
6|12|188|10|2|4|6426
7|12|510|10|2|4|17330
8|12|994|10|2|4|39934
9|12|1776|10|2|4|71870
5|54|11520|37|17|9|148156
5|29|1004|22|7|6|22576
6|29|4772|22|7|6|99002
5|24|488|19|5|6|11320
6|24|1598|19|5|6|32038
7|24|8818|19|5|6|197166
5|15|101|10|5|5|2699
6|15|249|10|5|5|6666
7|15|567|10|5|5|16901
8|15|1141|10|5|5|34391
5|51|8532|39|12|8|137689
5|6|1|4|2|3|53
6|6|1|4|2|3|53
7|6|2|4|2|3|53
8|6|2|4|2|3|53
9|6|2|4|2|3|53
5|3|0|3|0|2|16
6|3|1|3|0|2|16
7|3|2|3|0|2|16
8|3|1|3|0|2|16
9|3|0|3|0|2|16
5|24|532|17|7|6|12477
6|24|1699|17|7|6|35675
7|24|7888|17|7|6|186114
5|45|6255|31|14|8|92312
5|12|66|9|3|5|1660
6|12|142|9|3|5|4303
7|12|324|9|3|5|9440
8|12|554|9|3|5|17271
9|12|1001|9|3|5|30329
5|18|240|16|2|5|6846
6|18|838|16|2|5|20197
7|18|3289|16|2|5|97005
8|18|9735|16|2|5|265114
5|9|14|6|3|4|515
6|9|27|6|3|4|1020
7|9|44|6|3|4|1020
8|9|31|6|3|4|1020
9|9|30|6|3|4|1020
5|31|1494|21|10|7|27418
6|31|5501|21|10|7|93041
5|9|14|7|2|4|574
6|9|25|7|2|4|1005
7|9|42|7|2|4|1665
8|9|49|7|2|4|1665
9|9|41|7|2|4|1665
5|34|2048|26|8|7|38342
6|34|8131|26|8|7|123499
5|55|13685|43|12|9|160420
5|10|24|8|2|4|843
6|10|110|8|2|4|2302
7|10|148|8|2|4|4588
8|10|201|8|2|4|7843
9|10|225|8|2|4|7843
5|2|0|2|0|2|5
6|2|1|2|0|2|5
7|2|1|2|0|2|5
8|2|2|2|0|2|5
9|2|1|2|0|2|5
5|55|11698|42|13|9|155300
5|33|2228|26|7|7|40046
6|33|10976|26|7|7|189394
5|29|1191|22|7|7|22037
6|29|4530|22|7|7|77303
5|37|3535|35|2|7|68602
5|52|10637|34|18|9|137648
5|12|34|7|5|4|981
6|12|55|7|5|4|1862
7|12|65|7|5|4|2362
8|12|64|7|5|4|2362
9|12|71|7|5|4|2362
5|20|227|15|5|5|6747
6|20|1060|15|5|5|29376
7|20|3289|15|5|5|97467
5|9|40|9|0|4|1591
6|9|110|9|0|4|3880
7|9|247|9|0|4|9649
8|9|486|9|0|4|19326
9|9|663|9|0|4|27891
5|54|11543|36|18|9|153147
5|13|68|11|2|4|2373
6|13|165|11|2|4|5510
7|13|524|11|2|4|18779
8|13|1219|11|2|4|43496
5|45|5050|33|12|8|79378
5|17|236|14|3|6|5118
6|17|754|14|3|6|17138
7|17|2618|14|3|6|65563
8|17|8735|14|3|6|212782
5|31|1359|23|8|7|26245
6|31|4872|23|8|7|83817
